MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA
182.78,182.78,149.24,149.24,135.42,135.42,105.29,105.29,105.29,105.29,81.23
190.85,190.85,140.54,140.54,126.0,126.0,84.99,84.99,84.99,84.99,65.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
136.02,136.02,136.02,136.02,125.91,125.91,119.07,119.07,119.07,119.07,91.87
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
155.22,155.22,156.89,156.89,144.35,144.35,147.95,147.95,147.95,147.95,114.15
160.17,160.17,160.17,160.17,148.26,148.26,140.21,140.21,140.21,140.21,108.17
165.11,165.11,163.44,163.44,152.17,152.17,132.47,132.47,132.47,132.47,102.2
170.05,170.05,166.71,166.71,156.08,156.08,124.73,124.73,124.73,124.73,96.23
174.99,174.99,169.99,169.99,159.99,159.99,116.99,116.99,116.99,116.99,90.26
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
149.03,149.03,145.7,145.7,135.1,135.1,125.68,125.68,125.68,125.68,96.97
140.52,140.52,140.52,140.52,130.07,130.07,123.01,123.01,123.01,123.01,94.91
132.01,132.01,135.34,135.34,125.05,125.05,120.34,120.34,120.34,120.34,92.84
123.5,123.5,130.17,130.17,120.02,120.02,117.67,117.67,117.67,117.67,90.78
114.99,114.99,124.99,124.99,114.99,114.99,114.99,114.99,114.99,114.99,88.72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
180.6,180.6,183.98,183.98,169.26,169.26,171.54,171.54,171.54,171.54,132.35
184.94,184.94,184.94,184.94,171.19,171.19,161.9,161.9,161.9,161.9,124.91
189.29,189.29,185.91,185.91,173.13,173.13,152.26,152.26,152.26,152.26,117.48
193.64,193.64,186.88,186.88,175.06,175.06,142.63,142.63,142.63,142.63,110.04
197.98,197.98,187.85,187.85,176.99,176.99,132.99,132.99,132.99,132.99,102.61
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
139.94,139.94,149.68,149.68,139.05,139.05,135.12,135.12,135.12,135.12,104.25
144.76,144.76,144.76,144.76,134.0,134.0,126.72,126.72,126.72,126.72,97.77
149.58,149.58,139.84,139.84,128.95,128.95,118.33,118.33,118.33,118.33,91.29
154.41,154.41,134.91,134.91,123.9,123.9,109.93,109.93,109.93,109.93,84.82
159.23,159.23,129.99,129.99,118.85,118.85,101.54,101.54,101.54,101.54,78.34
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
159.88,159.88,166.21,166.21,154.4,154.4,151.81,151.81,151.81,151.81,117.13
162.91,162.91,162.91,162.91,150.8,150.8,142.61,142.61,142.61,142.61,110.03
165.93,165.93,159.6,159.6,147.19,147.19,133.4,133.4,133.4,133.4,102.92
168.96,168.96,156.29,156.29,143.59,143.59,124.2,124.2,124.2,124.2,95.82
171.99,171.99,152.99,152.99,139.99,139.99,114.99,114.99,114.99,114.99,88.72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
152.76,152.76,161.99,161.99,150.84,150.84,148.91,148.91,148.91,148.91,114.89
158.99,158.99,158.99,158.99,147.17,147.17,139.18,139.18,139.18,139.18,107.38
165.22,165.22,155.99,155.99,143.5,143.5,129.45,129.45,129.45,129.45,99.87
171.46,171.46,153.0,153.0,139.83,139.83,119.72,119.72,119.72,119.72,92.37
177.69,177.69,150.0,150.0,136.15,136.15,109.99,109.99,109.99,109.99,84.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
172.41,172.41,174.07,174.07,162.04,162.04,157.2,157.2,157.2,157.2,121.28
171.8,171.8,171.8,171.8,159.03,159.03,150.39,150.39,150.39,150.39,116.03
171.2,171.2,169.53,169.53,156.02,156.02,143.59,143.59,143.59,143.59,110.79
170.59,170.59,167.26,167.26,153.0,153.0,136.79,136.79,136.79,136.79,105.54
169.99,169.99,164.99,164.99,149.99,149.99,129.99,129.99,129.99,129.99,100.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
140.63,140.63,144.12,144.12,133.16,133.16,124.0,124.0,124.0,124.0,95.67
140.84,140.84,140.84,140.84,130.37,130.37,123.29,123.29,123.29,123.29,95.12
141.05,141.05,137.55,137.55,127.57,127.57,122.58,122.58,122.58,122.58,94.57
141.25,141.25,134.27,134.27,124.78,124.78,121.87,121.87,121.87,121.87,94.02
141.46,141.46,130.99,130.99,121.99,121.99,121.15,121.15,121.15,121.15,93.47
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
178.17,178.17,179.83,179.83,164.66,164.66,156.61,156.61,156.61,156.61,120.83
169.87,169.87,169.87,169.87,157.24,157.24,148.7,148.7,148.7,148.7,114.73
161.58,161.58,159.91,159.91,149.83,149.83,140.8,140.8,140.8,140.8,108.63
153.28,153.28,149.95,149.95,142.41,142.41,132.9,132.9,132.9,132.9,102.53
144.99,144.99,139.99,139.99,134.99,134.99,124.99,124.99,124.99,124.99,96.43
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
176.4,176.4,179.73,179.73,163.04,163.04,165.9,165.9,165.9,165.9,127.99
173.55,173.55,173.55,173.55,160.64,160.64,151.92,151.92,151.92,151.92,117.21
170.69,170.69,167.36,167.36,158.25,158.25,137.94,137.94,137.94,137.94,106.43
167.84,167.84,161.17,161.17,155.86,155.86,123.97,123.97,123.97,123.97,95.65
164.99,164.99,154.99,154.99,153.46,153.46,109.99,109.99,109.99,109.99,84.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
167.63,167.63,174.29,174.29,156.64,156.64,153.64,153.64,153.64,153.64,118.54
174.47,174.47,174.47,174.47,161.5,161.5,152.73,152.73,152.73,152.73,117.83
181.31,181.31,174.64,174.64,166.36,166.36,151.81,151.81,151.81,151.81,117.13
188.15,188.15,174.81,174.81,171.22,171.22,150.9,150.9,150.9,150.9,116.43
194.99,194.99,174.99,174.99,176.08,176.08,149.99,149.99,149.99,149.99,115.72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
159.04,159.04,163.27,163.27,145.05,145.05,161.21,161.21,161.21,161.21,124.38
160.53,160.53,160.53,160.53,148.6,148.6,140.53,140.53,140.53,140.53,108.42
162.02,162.02,157.79,157.79,152.14,152.14,119.84,119.84,119.84,119.84,92.46
163.51,163.51,155.05,155.05,155.69,155.69,99.15,99.15,99.15,99.15,76.5
165.0,165.0,152.31,152.31,159.23,159.23,78.46,78.46,78.46,78.46,60.54
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
151.41,151.41,155.58,155.58,144.43,144.43,143.84,143.84,143.84,143.84,110.98
162.93,162.93,162.93,162.93,150.82,150.82,142.63,142.63,142.63,142.63,110.04
174.45,174.45,170.28,170.28,157.21,157.21,141.42,141.42,141.42,141.42,109.11
185.97,185.97,177.64,177.64,163.6,163.6,140.2,140.2,140.2,140.2,108.17
197.49,197.49,184.99,184.99,169.99,169.99,138.99,138.99,138.99,138.99,107.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
157.57,157.57,157.57,157.57,142.88,142.88,134.29,134.29,134.29,134.29,103.61
148.18,148.18,148.18,148.18,137.16,137.16,129.71,129.71,129.71,129.71,100.08
138.78,138.78,138.78,138.78,131.44,131.44,125.14,125.14,125.14,125.14,96.55
129.39,129.39,129.39,129.39,125.71,125.71,120.57,120.57,120.57,120.57,93.02
119.99,119.99,119.99,119.99,119.99,119.99,115.99,115.99,115.99,115.99,89.49
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
150.44,150.44,157.1,157.1,146.08,146.08,140.5,140.5,140.5,140.5,108.4
154.07,154.07,154.07,154.07,142.62,142.62,134.88,134.88,134.88,134.88,104.06
157.71,157.71,151.05,151.05,139.16,139.16,129.25,129.25,129.25,129.25,99.72
161.35,161.35,148.02,148.02,135.69,135.69,123.62,123.62,123.62,123.62,95.38
164.99,164.99,144.99,144.99,132.23,132.23,117.99,117.99,117.99,117.99,91.03
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
142.51,142.51,144.18,144.18,131.41,131.41,129.98,129.98,129.98,129.98,100.29
145.63,145.63,145.63,145.63,134.81,134.81,127.49,127.49,127.49,127.49,98.36
148.75,148.75,147.08,147.08,138.2,138.2,124.99,124.99,124.99,124.99,96.43
151.87,151.87,148.54,148.54,141.6,141.6,122.49,122.49,122.49,122.49,94.5
154.99,154.99,149.99,149.99,144.99,144.99,119.99,119.99,119.99,119.99,92.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
137.09,137.09,143.76,143.76,130.77,130.77,129.2,129.2,129.2,129.2,99.68
147.81,147.81,147.81,147.81,136.82,136.82,129.4,129.4,129.4,129.4,99.83
158.54,158.54,151.87,151.87,142.88,142.88,129.59,129.59,129.59,129.59,99.99
169.26,169.26,155.93,155.93,148.93,148.93,129.79,129.79,129.79,129.79,100.14
179.99,179.99,159.99,159.99,154.99,154.99,129.99,129.99,129.99,129.99,100.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
129.33,129.33,132.79,132.79,128.25,128.25,107.45,107.45,107.45,107.45,82.9
137.67,137.67,137.67,137.67,127.43,127.43,120.51,120.51,120.51,120.51,92.98
146.01,146.01,142.55,142.55,126.62,126.62,133.58,133.58,133.58,133.58,103.06
154.35,154.35,147.43,147.43,125.81,125.81,146.64,146.64,146.64,146.64,113.13
162.69,162.69,152.31,152.31,124.99,124.99,159.7,159.7,159.7,159.7,123.21
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
174.99,174.99,177.69,177.69,162.92,162.92,159.52,159.52,159.52,159.52,123.07
165.23,165.23,165.23,165.23,152.94,152.94,144.64,144.64,144.64,144.64,111.59
155.46,155.46,152.77,152.77,142.96,142.96,129.76,129.76,129.76,129.76,100.11
145.69,145.69,140.31,140.31,132.98,132.98,114.87,114.87,114.87,114.87,88.63
135.92,135.92,127.85,127.85,123.0,123.0,99.99,99.99,99.99,99.99,77.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
142.94,142.94,158.25,158.25,148.12,148.12,134.16,134.16,134.16,134.16,103.51
148.68,148.68,148.68,148.68,137.63,137.63,130.16,130.16,130.16,130.16,100.42
154.43,154.43,139.12,139.12,127.14,127.14,126.16,126.16,126.16,126.16,97.33
160.18,160.18,129.56,129.56,116.65,116.65,122.15,122.15,122.15,122.15,94.25
165.92,165.92,119.99,119.99,106.15,106.15,118.15,118.15,118.15,118.15,91.16
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
136.31,136.31,140.16,140.16,129.66,129.66,121.3,121.3,121.3,121.3,93.59
139.62,139.62,139.62,139.62,129.24,129.24,122.22,122.22,122.22,122.22,94.3
142.93,142.93,139.08,139.08,128.82,128.82,123.15,123.15,123.15,123.15,95.01
146.23,146.23,138.53,138.53,128.41,128.41,124.07,124.07,124.07,124.07,95.72
149.54,149.54,137.99,137.99,127.99,127.99,124.99,124.99,124.99,124.99,96.43
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
210.74,210.74,213.43,213.43,197.09,197.09,207.22,207.22,207.22,207.22,159.88
221.8,221.8,221.8,221.8,205.31,205.31,194.16,194.16,194.16,194.16,149.8
232.86,232.86,230.18,230.18,213.54,213.54,181.11,181.11,181.11,181.11,139.73
243.92,243.92,238.55,238.55,221.76,221.76,168.05,168.05,168.05,168.05,129.65
254.98,254.98,246.92,246.92,229.98,229.98,154.99,154.99,154.99,154.99,119.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
133.17,133.17,133.17,133.17,123.74,123.74,124.64,124.64,124.64,124.64,96.16
133.92,133.92,133.92,133.92,123.96,123.96,117.23,117.23,117.23,117.23,90.45
134.66,134.66,134.66,134.66,124.18,124.18,109.82,109.82,109.82,109.82,84.73
135.41,135.41,135.41,135.41,124.4,124.4,102.41,102.41,102.41,102.41,79.01
136.15,136.15,136.15,136.15,124.62,124.62,94.99,94.99,94.99,94.99,73.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
121.96,121.96,131.57,131.57,123.8,123.8,121.57,121.57,121.57,121.57,93.8
132.72,132.72,132.72,132.72,122.85,122.85,116.18,116.18,116.18,116.18,89.64
143.47,143.47,133.86,133.86,121.9,121.9,110.78,110.78,110.78,110.78,85.47
154.23,154.23,135.01,135.01,120.94,120.94,105.39,105.39,105.39,105.39,81.31
164.99,164.99,136.15,136.15,119.99,119.99,99.99,99.99,99.99,99.99,77.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
186.08,186.08,189.42,189.42,171.49,171.49,167.71,167.71,167.71,167.71,129.39
180.81,180.81,180.81,180.81,167.37,167.37,158.28,158.28,158.28,158.28,122.12
175.54,175.54,172.2,172.2,163.24,163.24,148.85,148.85,148.85,148.85,114.84
170.26,170.26,163.6,163.6,159.12,159.12,139.42,139.42,139.42,139.42,107.57
164.99,164.99,154.99,154.99,154.99,154.99,129.99,129.99,129.99,129.99,100.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
158.31,158.31,160.15,160.15,146.16,146.16,138.79,138.79,138.79,138.79,107.08
154.61,154.61,154.61,154.61,143.11,143.11,135.34,135.34,135.34,135.34,104.42
150.9,150.9,149.07,149.07,140.07,140.07,131.89,131.89,131.89,131.89,101.76
147.2,147.2,143.53,143.53,137.03,137.03,128.44,128.44,128.44,128.44,99.1
143.49,143.49,137.99,137.99,133.99,133.99,124.99,124.99,124.99,124.99,96.43
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
213.84,213.84,220.51,220.51,199.78,199.78,199.09,199.09,199.09,199.09,153.61
209.13,209.13,209.13,209.13,193.58,193.58,183.07,183.07,183.07,183.07,141.24
204.41,204.41,197.75,197.75,187.38,187.38,167.04,167.04,167.04,167.04,128.88
199.7,199.7,186.37,186.37,181.18,181.18,151.02,151.02,151.02,151.02,116.51
194.99,194.99,174.99,174.99,174.99,174.99,134.99,134.99,134.99,134.99,104.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
142.31,142.31,136.46,136.46,126.44,126.44,133.76,133.76,133.76,133.76,103.2
146.83,146.83,146.83,146.83,135.91,135.91,128.53,128.53,128.53,128.53,99.17
151.35,151.35,157.19,157.19,145.38,145.38,123.3,123.3,123.3,123.3,95.13
155.87,155.87,167.56,167.56,154.84,154.84,118.07,118.07,118.07,118.07,91.1
160.38,160.38,177.92,177.92,164.31,164.31,112.85,112.85,112.85,112.85,87.06
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
189.01,189.01,194.67,194.67,178.57,178.57,173.77,173.77,173.77,173.77,134.07
186.0,186.0,186.0,186.0,172.17,172.17,162.83,162.83,162.83,162.83,125.62
183.0,183.0,177.33,177.33,165.78,165.78,151.88,151.88,151.88,151.88,117.18
179.99,179.99,168.66,168.66,159.38,159.38,140.94,140.94,140.94,140.94,108.74
176.99,176.99,159.99,159.99,152.99,152.99,129.99,129.99,129.99,129.99,100.29
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
186.56,186.56,198.09,198.09,181.72,181.72,196.24,196.24,196.24,196.24,151.41
219.53,219.53,219.53,219.53,203.21,203.21,192.18,192.18,192.18,192.18,148.27
252.51,252.51,240.97,240.97,224.7,224.7,188.11,188.11,188.11,188.11,145.14
285.49,285.49,262.41,262.41,246.2,246.2,184.05,184.05,184.05,184.05,142.0
318.46,318.46,283.85,283.85,267.69,267.69,179.99,179.99,179.99,179.99,138.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
158.25,158.25,164.86,164.86,154.8,154.8,160.9,160.9,160.9,160.9,124.14
160.45,160.45,160.45,160.45,148.53,148.53,140.46,140.46,140.46,140.46,108.37
162.66,162.66,156.05,156.05,142.25,142.25,120.02,120.02,120.02,120.02,92.6
164.87,164.87,151.64,151.64,135.97,135.97,99.59,99.59,99.59,99.59,76.84
167.08,167.08,147.23,147.23,129.69,129.69,79.15,79.15,79.15,79.15,61.07
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
183.85,183.85,187.93,187.93,173.73,173.73,167.7,167.7,167.7,167.7,129.39
174.23,174.23,174.23,174.23,161.28,161.28,152.52,152.52,152.52,152.52,117.68
164.62,164.62,160.54,160.54,148.83,148.83,137.35,137.35,137.35,137.35,105.97
155.0,155.0,146.85,146.85,136.38,136.38,122.17,122.17,122.17,122.17,94.26
145.38,145.38,133.15,133.15,123.92,123.92,106.99,106.99,106.99,106.99,82.55
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
167.89,167.89,169.23,169.23,155.64,155.64,157.54,157.54,157.54,157.54,121.54
170.67,170.67,170.67,170.67,157.98,157.98,149.4,149.4,149.4,149.4,115.27
173.44,173.44,172.11,172.11,160.31,160.31,141.26,141.26,141.26,141.26,108.99
176.21,176.21,173.55,173.55,162.65,162.65,133.13,133.13,133.13,133.13,102.71
178.99,178.99,174.99,174.99,164.99,164.99,124.99,124.99,124.99,124.99,96.43
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
152.59,152.59,157.58,157.58,141.78,141.78,149.43,149.43,149.43,149.43,115.29
159.44,159.44,159.44,159.44,147.58,147.58,139.57,139.57,139.57,139.57,107.68
166.29,166.29,161.29,161.29,153.38,153.38,129.71,129.71,129.71,129.71,100.07
173.14,173.14,163.14,163.14,159.19,159.19,119.85,119.85,119.85,119.85,92.47
179.99,179.99,164.99,164.99,164.99,164.99,109.99,109.99,109.99,109.99,84.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
137.17,137.17,140.5,140.5,126.72,126.72,131.56,131.56,131.56,131.56,101.5
144.12,144.12,144.12,144.12,133.41,133.41,126.17,126.17,126.17,126.17,97.34
151.08,151.08,147.75,147.75,140.09,140.09,120.77,120.77,120.77,120.77,93.18
158.03,158.03,151.37,151.37,146.78,146.78,115.38,115.38,115.38,115.38,89.02
164.99,164.99,154.99,154.99,153.46,153.46,109.99,109.99,109.99,109.99,84.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
165.21,165.21,167.54,167.54,156.55,156.55,151.73,151.73,151.73,151.73,117.07
171.41,171.41,171.41,171.41,158.66,158.66,150.05,150.05,150.05,150.05,115.77
177.6,177.6,175.27,175.27,160.77,160.77,148.36,148.36,148.36,148.36,114.47
183.79,183.79,179.13,179.13,162.88,162.88,146.68,146.68,146.68,146.68,113.16
189.99,189.99,182.99,182.99,164.99,164.99,144.99,144.99,144.99,144.99,111.86
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
185.75,185.75,189.98,189.98,169.77,169.77,184.6,184.6,184.6,184.6,142.42
180.56,180.56,180.56,180.56,167.14,167.14,158.06,158.06,158.06,158.06,121.95
175.37,175.37,171.14,171.14,164.5,164.5,131.53,131.53,131.53,131.53,101.48
170.19,170.19,161.73,161.73,161.87,161.87,104.99,104.99,104.99,104.99,81.01
165.0,165.0,152.31,152.31,159.23,159.23,78.46,78.46,78.46,78.46,60.54
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
132.7,132.7,136.7,136.7,126.7,126.7,124.9,124.9,124.9,124.9,96.36
141.27,141.27,141.27,141.27,130.77,130.77,123.67,123.67,123.67,123.67,95.41
149.84,149.84,145.85,145.85,134.84,134.84,122.44,122.44,122.44,122.44,94.47
158.42,158.42,150.42,150.42,138.92,138.92,121.22,121.22,121.22,121.22,93.52
166.99,166.99,154.99,154.99,142.99,142.99,119.99,119.99,119.99,119.99,92.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
139.34,139.34,139.34,139.34,127.55,127.55,125.12,125.12,125.12,125.12,96.53
135.75,135.75,135.75,135.75,125.66,125.66,118.84,118.84,118.84,118.84,91.69
132.16,132.16,132.16,132.16,123.77,123.77,112.55,112.55,112.55,112.55,86.84
128.58,128.58,128.58,128.58,121.88,121.88,106.27,106.27,106.27,106.27,81.99
124.99,124.99,124.99,124.99,119.99,119.99,99.99,99.99,99.99,99.99,77.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
136.59,136.59,137.74,137.74,128.42,128.42,124.96,124.96,124.96,124.96,96.41
136.19,136.19,136.19,136.19,126.06,126.06,119.22,119.22,119.22,119.22,91.98
135.79,135.79,134.64,134.64,123.71,123.71,113.48,113.48,113.48,113.48,87.55
135.39,135.39,133.09,133.09,121.35,121.35,107.73,107.73,107.73,107.73,83.12
134.99,134.99,131.54,131.54,118.99,118.99,101.99,101.99,101.99,101.99,78.69
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
141.47,141.47,143.14,143.14,131.19,131.19,131.98,131.98,131.98,131.98,101.83
137.35,137.35,137.35,137.35,127.14,127.14,120.23,120.23,120.23,120.23,92.76
133.23,133.23,131.56,131.56,123.09,123.09,108.49,108.49,108.49,108.49,83.7
129.11,129.11,125.78,125.78,119.04,119.04,96.74,96.74,96.74,96.74,74.64
124.99,124.99,119.99,119.99,114.99,114.99,84.99,84.99,84.99,84.99,65.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
146.65,146.65,151.31,151.31,142.76,142.76,139.14,139.14,139.14,139.14,107.35
153.48,153.48,153.48,153.48,142.07,142.07,134.36,134.36,134.36,134.36,103.66
160.32,160.32,155.65,155.65,141.38,141.38,129.57,129.57,129.57,129.57,99.97
167.15,167.15,157.82,157.82,140.68,140.68,124.78,124.78,124.78,124.78,96.27
173.99,173.99,159.99,159.99,139.99,139.99,119.99,119.99,119.99,119.99,92.58
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
130.84,130.84,133.68,133.68,123.6,123.6,122.43,122.43,122.43,122.43,94.46
134.88,134.88,134.88,134.88,124.85,124.85,118.07,118.07,118.07,118.07,91.1
138.92,138.92,136.07,136.07,126.1,126.1,113.71,113.71,113.71,113.71,87.73
142.95,142.95,137.27,137.27,127.36,127.36,109.35,109.35,109.35,109.35,84.37
146.99,146.99,138.46,138.46,128.61,128.61,104.99,104.99,104.99,104.99,81.01
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
142.9,142.9,144.56,144.56,132.51,132.51,128.23,128.23,128.23,128.23,98.93
138.42,138.42,138.42,138.42,128.13,128.13,121.17,121.17,121.17,121.17,93.49
133.94,133.94,132.28,132.28,123.75,123.75,114.11,114.11,114.11,114.11,88.04
129.47,129.47,126.13,126.13,119.37,119.37,107.05,107.05,107.05,107.05,82.59
124.99,124.99,119.99,119.99,114.99,114.99,99.99,99.99,99.99,99.99,77.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
142.13,142.13,145.46,145.46,135.01,135.01,127.5,127.5,127.5,127.5,98.37
139.09,139.09,139.09,139.09,128.75,128.75,121.76,121.76,121.76,121.76,93.94
136.06,136.06,132.73,132.73,122.5,122.5,116.02,116.02,116.02,116.02,89.51
133.02,133.02,126.36,126.36,116.25,116.25,110.28,110.28,110.28,110.28,85.08
129.99,129.99,119.99,119.99,109.99,109.99,104.54,104.54,104.54,104.54,80.65
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
134.61,134.61,141.27,141.27,127.05,127.05,122.44,122.44,122.44,122.44,94.47
143.45,143.45,143.45,143.45,132.79,132.79,125.58,125.58,125.58,125.58,96.89
152.3,152.3,145.63,145.63,138.52,138.52,128.72,128.72,128.72,128.72,99.31
161.14,161.14,147.81,147.81,144.25,144.25,131.85,131.85,131.85,131.85,101.73
169.99,169.99,149.99,149.99,149.99,149.99,134.99,134.99,134.99,134.99,104.15
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
138.1,138.1,146.43,146.43,135.66,135.66,127.79,127.79,127.79,127.79,98.59
142.32,142.32,142.32,142.32,131.74,131.74,124.59,124.59,124.59,124.59,96.12
146.54,146.54,138.21,138.21,127.82,127.82,121.39,121.39,121.39,121.39,93.66
150.77,150.77,134.1,134.1,123.91,123.91,118.19,118.19,118.19,118.19,91.19
154.99,154.99,129.99,129.99,119.99,119.99,114.99,114.99,114.99,114.99,88.72
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
128.5,128.5,133.83,133.83,125.29,125.29,123.8,123.8,123.8,123.8,95.52
136.62,136.62,136.62,136.62,126.47,126.47,119.6,119.6,119.6,119.6,92.27
144.74,144.74,139.41,139.41,127.64,127.64,115.4,115.4,115.4,115.4,89.03
152.87,152.87,142.2,142.2,128.82,128.82,111.19,111.19,111.19,111.19,85.79
